region,variable_label,nivel,year,value,variable_code,unidad
Huila,Trabajo informal,Departamento,2018,83.6,trabajo_informal,porcentaje
La Guajira,Analfabetismo,Departamento,2018,30.6,analfabetismo,porcentaje
La Guajira,Bajo logro educativo,Departamento,2018,65.2,bajo_logro_educativo,porcentaje
La Guajira,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,14.6,cuidado_primera_infancia,porcentaje
La Guajira,Barreras de acceso a servicios de salud,Departamento,2018,7.4,barreras_acceso_salud,porcentaje
La Guajira,Desempleo de larga duración,Departamento,2018,9.7,desempleo_larga_duracion,porcentaje
La Guajira,Hacinamiento crítico,Departamento,2018,26.8,hacinamiento_critico,porcentaje
La Guajira,Inadecuada eliminación de excretas,Departamento,2018,49.7,excretas_inadecuadas,porcentaje
La Guajira,Inasistencia escolar,Departamento,2018,7.6,inasistencia_escolar,porcentaje
La Guajira,Material inadecuado de paredes exteriores,Departamento,2018,6.5,paredes_inadecuadas,porcentaje
La Guajira,Material inadecuado de pisos,Departamento,2018,40.1,pisos_inadecuados,porcentaje
La Guajira,Rezago escolar,Departamento,2018,39.7,rezago_escolar,porcentaje
La Guajira,Sin acceso a fuente de agua mejorada,Departamento,2018,43.6,sin_agua_mejorada,porcentaje
La Guajira,Sin aseguramiento en salud,Departamento,2018,26.0,sin_aseguramiento_salud,porcentaje
La Guajira,Trabajo infantil,Departamento,2018,3.7,trabajo_infantil,porcentaje
La Guajira,Trabajo informal,Departamento,2018,90.4,trabajo_informal,porcentaje
Magdalena,Analfabetismo,Departamento,2018,18.7,analfabetismo,porcentaje
Magdalena,Bajo logro educativo,Departamento,2018,53.8,bajo_logro_educativo,porcentaje
Magdalena,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,9.7,cuidado_primera_infancia,porcentaje
Magdalena,Barreras de acceso a servicios de salud,Departamento,2018,13.2,barreras_acceso_salud,porcentaje
Magdalena,Desempleo de larga duración,Departamento,2018,8.8,desempleo_larga_duracion,porcentaje
Magdalena,Hacinamiento crítico,Departamento,2018,20.4,hacinamiento_critico,porcentaje
Magdalena,Inadecuada eliminación de excretas,Departamento,2018,30.3,excretas_inadecuadas,porcentaje
Magdalena,Inasistencia escolar,Departamento,2018,5.4,inasistencia_escolar,porcentaje
Magdalena,Material inadecuado de paredes exteriores,Departamento,2018,3.9,paredes_inadecuadas,porcentaje
Magdalena,Material inadecuado de pisos,Departamento,2018,19.0,pisos_inadecuados,porcentaje
Magdalena,Rezago escolar,Departamento,2018,37.8,rezago_escolar,porcentaje
Magdalena,Sin acceso a fuente de agua mejorada,Departamento,2018,18.5,sin_agua_mejorada,porcentaje
Magdalena,Sin aseguramiento en salud,Departamento,2018,14.8,sin_aseguramiento_salud,porcentaje
Magdalena,Trabajo infantil,Departamento,2018,3.5,trabajo_infantil,porcentaje
Magdalena,Trabajo informal,Departamento,2018,86.3,trabajo_informal,porcentaje
Meta,Analfabetismo,Departamento,2018,7.5,analfabetismo,porcentaje
Meta,Bajo logro educativo,Departamento,2018,48.8,bajo_logro_educativo,porcentaje
Meta,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,7.1,cuidado_primera_infancia,porcentaje
Meta,Barreras de acceso a servicios de salud,Departamento,2018,5.7,barreras_acceso_salud,porcentaje
Meta,Desempleo de larga duración,Departamento,2018,9.4,desempleo_larga_duracion,porcentaje
Meta,Hacinamiento crítico,Departamento,2018,6.7,hacinamiento_critico,porcentaje
Meta,Inadecuada eliminación de excretas,Departamento,2018,3.9,excretas_inadecuadas,porcentaje
Meta,Inasistencia escolar,Departamento,2018,3.7,inasistencia_escolar,porcentaje
Meta,Material inadecuado de paredes exteriores,Departamento,2018,1.8,paredes_inadecuadas,porcentaje
Meta,Material inadecuado de pisos,Departamento,2018,4.4,pisos_inadecuados,porcentaje
Meta,Rezago escolar,Departamento,2018,28.1,rezago_escolar,porcentaje
Meta,Sin acceso a fuente de agua mejorada,Departamento,2018,16.8,sin_agua_mejorada,porcentaje
Meta,Sin aseguramiento en salud,Departamento,2018,11.9,sin_aseguramiento_salud,porcentaje
Meta,Trabajo infantil,Departamento,2018,2.3,trabajo_infantil,porcentaje
Meta,Trabajo informal,Departamento,2018,77.4,trabajo_informal,porcentaje
Nariño,Analfabetismo,Departamento,2018,19.0,analfabetismo,porcentaje
Nariño,Bajo logro educativo,Departamento,2018,68.2,bajo_logro_educativo,porcentaje
Nariño,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,6.1,cuidado_primera_infancia,porcentaje
Nariño,Barreras de acceso a servicios de salud,Departamento,2018,20.5,barreras_acceso_salud,porcentaje
Nariño,Desempleo de larga duración,Departamento,2018,8.6,desempleo_larga_duracion,porcentaje
Nariño,Hacinamiento crítico,Departamento,2018,7.9,hacinamiento_critico,porcentaje
Nariño,Inadecuada eliminación de excretas,Departamento,2018,18.6,excretas_inadecuadas,porcentaje
Nariño,Inasistencia escolar,Departamento,2018,4.6,inasistencia_escolar,porcentaje
Nariño,Material inadecuado de paredes exteriores,Departamento,2018,5.7,paredes_inadecuadas,porcentaje
Nariño,Material inadecuado de pisos,Departamento,2018,8.0,pisos_inadecuados,porcentaje
Nariño,Rezago escolar,Departamento,2018,30.5,rezago_escolar,porcentaje
Nariño,Sin acceso a fuente de agua mejorada,Departamento,2018,21.9,sin_agua_mejorada,porcentaje
Nariño,Sin aseguramiento en salud,Departamento,2018,8.3,sin_aseguramiento_salud,porcentaje
Nariño,Trabajo infantil,Departamento,2018,5.2,trabajo_infantil,porcentaje
Nariño,Trabajo informal,Departamento,2018,90.3,trabajo_informal,porcentaje
Norte de Santander,Analfabetismo,Departamento,2018,12.9,analfabetismo,porcentaje
Norte de Santander,Bajo logro educativo,Departamento,2018,53.5,bajo_logro_educativo,porcentaje
Norte de Santander,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,9.6,cuidado_primera_infancia,porcentaje
Norte de Santander,Barreras de acceso a servicios de salud,Departamento,2018,17.7,barreras_acceso_salud,porcentaje
Norte de Santander,Desempleo de larga duración,Departamento,2018,11.2,desempleo_larga_duracion,porcentaje
Norte de Santander,Hacinamiento crítico,Departamento,2018,15.4,hacinamiento_critico,porcentaje
Norte de Santander,Inadecuada eliminación de excretas,Departamento,2018,9.0,excretas_inadecuadas,porcentaje
Norte de Santander,Inasistencia escolar,Departamento,2018,4.7,inasistencia_escolar,porcentaje
Norte de Santander,Material inadecuado de paredes exteriores,Departamento,2018,3.6,paredes_inadecuadas,porcentaje
Norte de Santander,Material inadecuado de pisos,Departamento,2018,5.5,pisos_inadecuados,porcentaje
Norte de Santander,Rezago escolar,Departamento,2018,29.9,rezago_escolar,porcentaje
Norte de Santander,Sin acceso a fuente de agua mejorada,Departamento,2018,11.9,sin_agua_mejorada,porcentaje
Norte de Santander,Sin aseguramiento en salud,Departamento,2018,17.6,sin_aseguramiento_salud,porcentaje
Norte de Santander,Trabajo infantil,Departamento,2018,3.1,trabajo_infantil,porcentaje
Norte de Santander,Trabajo informal,Departamento,2018,85.1,trabajo_informal,porcentaje
Quindío,Analfabetismo,Departamento,2018,8.1,analfabetismo,porcentaje
Quindío,Bajo logro educativo,Departamento,2018,44.8,bajo_logro_educativo,porcentaje
Quindío,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,5.7,cuidado_primera_infancia,porcentaje
Quindío,Barreras de acceso a servicios de salud,Departamento,2018,7.2,barreras_acceso_salud,porcentaje
Quindío,Desempleo de larga duración,Departamento,2018,16.6,desempleo_larga_duracion,porcentaje
Quindío,Hacinamiento crítico,Departamento,2018,2.7,hacinamiento_critico,porcentaje
Quindío,Inadecuada eliminación de excretas,Departamento,2018,2.4,excretas_inadecuadas,porcentaje
Quindío,Inasistencia escolar,Departamento,2018,1.8,inasistencia_escolar,porcentaje
Quindío,Material inadecuado de paredes exteriores,Departamento,2018,4.0,paredes_inadecuadas,porcentaje
Quindío,Material inadecuado de pisos,Departamento,2018,0.2,pisos_inadecuados,porcentaje
Quindío,Rezago escolar,Departamento,2018,21.3,rezago_escolar,porcentaje
Quindío,Sin acceso a fuente de agua mejorada,Departamento,2018,3.1,sin_agua_mejorada,porcentaje
Quindío,Sin aseguramiento en salud,Departamento,2018,12.8,sin_aseguramiento_salud,porcentaje
Quindío,Trabajo infantil,Departamento,2018,1.4,trabajo_infantil,porcentaje
Quindío,Trabajo informal,Departamento,2018,69.4,trabajo_informal,porcentaje
Risaralda,Analfabetismo,Departamento,2018,6.8,analfabetismo,porcentaje
Risaralda,Bajo logro educativo,Departamento,2018,45.5,bajo_logro_educativo,porcentaje
Risaralda,Barreras a servicios para cuidado de la primera infancia,Departamento,2018,7.2,cuidado_primera_infancia,porcentaje
Risaralda,Barreras de acceso a servicios de salud,Departamento,2018,1.9,barreras_acceso_salud,porcentaje
Risaralda,Desempleo de larga duración,Departamento,2018,15.2,desempleo_larga_duracion,porcentaje
Risaralda,Hacinamiento crítico,Departamento,2018,3.9,hacinamiento_critico,porcentaje
Risaralda,Inadecuada eliminación de excretas,Departamento,2018,4.0,excretas_inadecuadas,porcentaje
Risaralda,Inasistencia escolar,Departamento,2018,2.3,inasistencia_escolar,porcentaje
Risaralda,Material inadecuado de paredes exteriores,Departamento,2018,1.0,paredes_inadecuadas,porcentaje
Risaralda,Material inadecuado de pisos,Departamento,2018,0.3,pisos_inadecuados,porcentaje
Risaralda,Rezago escolar,Departamento,2018,23.6,rezago_escolar,porcentaje
Risaralda,Sin acceso a fuente de agua mejorada,Departamento,2018,5.1,sin_agua_mejorada,porcentaje
Risaralda,Sin aseguramiento en salud,Departamento,2018,8.4,sin_aseguramiento_salud,porcentaje
Risaralda,Trabajo infantil,Departamento,2018,2.1,trabajo_infantil,porcentaje
Risaralda,Trabajo informal,Departamento,2018,68.0,trabajo_informal,porcentaje
Santander,Analfabetismo,Departamento,2018,9.1,analfabetismo,porcentaje
